title,author_name,author_url,publication_date,description,category,image_url,url,country,content_preview,extractor,lang,content,source
"Yasmina Khadra : « La Tunisie, l’Algérie et le Maroc sont un même peuple »",,,19 sept. 2024,"Dans son nouveau roman, l’écrivain algérien exalte la notion du vivre ensemble, malgré nos différences. Ses réponses aux questions politiques vont dans le même sens.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.3751x0.3618/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/18/jad20240918-culture-yasmina-khadra.jpg",https://www.jeuneafrique.com/1609275/culture/yasmina-khadra-la-tunisie-lalgerie-et-le-maroc-sont-un-meme-peuple/,Algérie,,jeuneafrique,fr,,
Algérie : Tebboune de retour sur le terrain miné des exportations hors hydrocarbures,,,18 sept. 2024,"Alors que la valeur des exportations hors pétrole avoisinait les 5 milliards de dollars en 2023, contre 13 milliards ciblés initialement, le chef d’État s’est fixé de nouveaux objectifs… encore plus ambitieux.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5559x0.2599/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/18/jad20240918-eco-algerie-tebboune-exportations.jpg",https://www.jeuneafrique.com/1610545/economie-entreprises/algerie-tebboune-de-retour-sur-le-terrain-mine-des-exportations-hors-hydrocarbures/,Algérie,,jeuneafrique,fr,,
"Algérie : Abdelmadjid Tebboune prête serment, alors que les résultats suscitent toujours la polémique",,,17 sept. 2024,"Officiellement proclamé vainqueur de la présidentielle avec 84,3 % des suffrages exprimés – et non plus 95 % comme initialement annoncé –, le président a été investi pour un second quinquennat ce 17 septembre à Alger. Mais beaucoup commentent encore la fluctuation du nombre de votants et de suffrages exprimés.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/17/jad20240917-mmo-algerie-tebboune-prete-serment.jpg",https://www.jeuneafrique.com/1609926/politique/algerie-abdelmadjid-tebboune-prete-serment-alors-que-les-resultats-suscitent-toujours-la-polemique/,Algérie,,jeuneafrique,fr,,
"Pâte à tartiner El Mordjene : cinq questions pour comprendre le phénomène, de l’ascension à l’interdiction en Europe",,,17 sept. 2024,"LE DÉCRYPTAGE DE JA – Fabriquée en Algérie, la crème noisette au goût de Kinder Bueno a connu un succès fulgurant en France. Pourtant, elle est désormais interdite à l’importation en Union européenne.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.4558x0.4344/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/17/jad20240917-mm-ue-eco-el-mordjene.jpg",https://www.jeuneafrique.com/1609525/societe/pate-a-tartiner-el-mordjene-cinq-questions-pour-comprendre-le-phenomene-de-lascension-a-linterdiction-en-europe/,Algérie,,jeuneafrique,fr,,
"Skander Djamil Athmani, médaillé paralympique algérien : « Le bruit de mes pas est une petite mélodie qui me guide »",,,16 sept. 2024,"L’Algérien Skander Djamil Athmani (32 ans), qui souffre d’un problème de vue, ne s’est pas contenté de conserver son titre paralympique sur 400 m T13. Il a également remporté la médaille d’or sur 100 m T13, qui lui avait échappé il y a trois ans à Tokyo. Le Constantinois en avait fait un objectif presque obsessionnel.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/16/jad20240916-mmo-algerie-itw-skander-djamil-athmani.jpg",https://www.jeuneafrique.com/1608482/societe/skander-djamil-athmani-medaille-paralympique-algerien-le-bruit-de-mes-pas-est-une-petite-melodie-qui-me-guide/,Algérie,,jeuneafrique,fr,,
"Entre l’Algérie, le Maroc et la Tunisie, la bataille du zellige a commencé",,,15 sept. 2024,"Mais qui donc a inventé le zellige ? Situés dans le « creuset d’échanges très ancien » de la Méditerranée, les trois pays d’Afrique du Nord se disputent la paternité du carreau de faïence coloré, sans qu’aucun vainqueur n’émerge.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5007x0.1114/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/11/jad11092024-mmo-culture-art-zellige.jpg",https://www.jeuneafrique.com/1606894/culture/entre-lalgerie-le-maroc-et-la-tunisie-la-bataille-du-zellige-a-commence/,Algérie,,jeuneafrique,fr,,
Élection d’Abdelmadjid Tebboune en Algérie : un score révisé à 84 %,,,14 sept. 2024,"La Cour constitutionnelle a confirmé samedi 14 septembre la réélection du président sortant, avec 84,3 % des voix sur la base de résultats définitifs, au lieu des près de 95 % annoncés initialement. Le taux de participation et les scores des deux autres candidats ont également été revus.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/06/jad20240906-mmo-algerie-economie-itv-talahite.jpg",https://www.jeuneafrique.com/1609189/politique/election-dabdelmadjid-tebboune-en-algerie-un-score-revise-a-84/,Algérie,,jeuneafrique,fr,,
"Le parc culturel de Tassili en Algérie, un trésor en perdition",,,13 sept. 2024,"Changement climatique et touristes indélicats menacent la faune et les immenses richesses du parc du Tassili, dont des peintures rupestres qui remontent au néolithique.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/10/jad10092024-algerie-culture-environnement-tassili.jpg",https://www.jeuneafrique.com/1604968/culture/en-algerie-comment-sauver-les-tresors-du-tassili/,Algérie,,jeuneafrique,fr,,
"En Algérie, les deux candidats battus à la présidentielle déposent des recours",,,11 sept. 2024,"Les deux candidats qui se présentaient face au président sortant, Abdelmadjid Tebboune, ont déposé, mardi 10 septembre, des recours auprès de la Cour constitutionnelle, contestant les résultats provisoires du scrutin.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/11/ja-_fp__20240908__algeriavotepoliticstebboune.jpg",https://www.jeuneafrique.com/1607450/politique/en-algerie-les-deux-candidats-battus-a-la-presidentielle-deposent-des-recours/,Algérie,,jeuneafrique,fr,,
"Inde, Brésil, Turquie… Sonatrach poursuit son offensive à l’étranger",,,10 sept. 2024,"Entre la construction d’une nouvelle installation pétrochimique et la diversification des marchés d’exportation, le géant algérien des hydrocarbures veut maintenir sa dynamique d’ouverture.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/10/jad20240910-eco-algerie-sonatrach-expansion.jpg",https://www.jeuneafrique.com/1607296/economie-entreprises/inde-bresil-turquie-sonatrach-poursuit-son-offensive-a-letranger/,Algérie,,jeuneafrique,fr,,
"Tebboune réélu, mais par combien de votants ? En Algérie, la cacophonie s’aggrave autour de la participation",,,9 sept. 2024,"Dimanche 8 septembre au soir, les trois candidats en lice à la présidentielle algérienne, y compris le président réélu, ont remis en cause les chiffres de participation annoncés par l’Autorité nationale indépendante des élections. Les premières données disponibles laissent à penser qu’environ 23 % des électeurs se sont déplacés.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.2479x0.5037/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/09/jad09092024-mmo-algerie-election-participation.jpg",https://www.jeuneafrique.com/1606833/politique/tebboune-reelu-mais-par-combien-de-votants-en-algerie-la-cacophonie-saggrave-autour-de-la-participation/,Algérie,,jeuneafrique,fr,,
"En Algérie, Abdelmadjid Tebboune réélu avec 94,65 % des voix",,,8 sept. 2024,"Sans surprise, le président sortant est reconduit à la tête de l’État algérien, avec 94,65 % des suffrages. Le faible taux de participation tempère toutefois ce score triomphal.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.4990x0.3737/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/08/tebboune.jpg",https://www.jeuneafrique.com/1606608/politique/en-algerie-abdelmadjid-tebboune-reelu-avec-9465-des-voix/,Algérie,,jeuneafrique,fr,,
Présidentielle en Algérie : faible participation et victoire prévue de Tebboune,,,8 sept. 2024,"Le taux de participation, inférieur à 50 %, était le principal enjeu de cette élection dont le président sortant, Abdelmadjid Tebboune, devrait sortir vainqueur.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/08/afp__20240907__36fp97q__v4__highres__algeriavote.jpg",https://www.jeuneafrique.com/1606595/politique/presidentielle-en-algerie-faible-participation-et-victoire-prevue-de-tebboune/,Algérie,,jeuneafrique,fr,,
"En Algérie, un jour de vote sans enjeu après une campagne présidentielle verrouillée",,,7 sept. 2024,"Ce samedi 7 septembre, les Algériens sont appelés aux urnes pour élire leur président. Un scrutin sous contrôle et sans grand suspense : depuis le 21 mars et la décision d’Abdelmadjid Tebboune d’avancer la date de l’élection, la seule issue semble être la reconduction du chef de l’État sortant.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/06/jad20240906-mmo-algerie-presidentielle-premier-tour-bilan.jpg",https://www.jeuneafrique.com/1606151/politique/en-algerie-un-jour-de-vote-sans-enjeu-apres-une-campagne-presidentielle-verrouillee/,Algérie,,jeuneafrique,fr,,
"Le sentiment anti-Maroc, carburant de la campagne présidentielle d’Abdelmadjid Tebboune en Algérie",,,6 sept. 2024,"Entre les accusations de déstabilisation, le soutien aux indépendantistes sahraouis et les théories du complot qui imputent à Rabat les incendies de 2021 en Kabylie, le président algérien, candidat à sa propre succession, n’a pas manqué une occasion d’incriminer le Maroc durant sa campagne électorale. Un argumentaire également utilisé par ses deux adversaires, Youssef Aouchiche et Abdelaali Hassani Cherif.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/06/jad20240906-mmo-algerie-maroc-campagne-presidentielle.jpg",https://www.jeuneafrique.com/1606246/politique/le-sentiment-anti-maroc-carburant-de-la-campagne-presidentielle-dabdelmadjid-tebboune-en-algerie/,Algérie,,jeuneafrique,fr,,
Les Scouts musulmans algériens : histoire d’un mouvement de jeunesse patriote,,,6 sept. 2024,"Si la réélection d’Abdelmajid Tebboune à la présidence, le 7 septembre, ne fait aucun doute, le pouvoir algérien craint toutefois un taux de participation qui, s’il s’avérait trop bas, nuirait à la crédibilité du scrutin. Les scouts musulmans, qui soutiennent le chef de l’État, ont donc décidé de s’impliquer. Histoire d’un mouvement marqué par son patriotisme.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/02/jad20240902-mmo-algerietebboune-soutien-scouts-musulmans.jpg",https://www.jeuneafrique.com/1604198/politique/les-scouts-musulmans-algeriens-histoire-dun-mouvement-de-jeunesse-patriote/,Algérie,,jeuneafrique,fr,,
"« Abdelmadjid Tebboune n’a pas de programme économique, il n’est pas le candidat d’un parti mais celui du régime »",,,6 sept. 2024,"Perspectives économiques, réformes de l’État social, dépendance au pétrole… À la veille de l’élection présidentielle algérienne du 7 septembre, la chercheuse associée au CNRS Fatiha Talahite dépeint, sans concession, un pays à la croisée des chemins.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/06/jad20240906-mmo-algerie-economie-itv-talahite.jpg",https://www.jeuneafrique.com/1605967/economie-entreprises/abdelmadjid-tebboune-na-pas-de-programme-economique-il-nest-pas-le-candidat-dun-parti-mais-celui-du-regime/,Algérie,,jeuneafrique,fr,,
Pourquoi l’Arabie saoudite investit-elle 5 milliards en Égypte ?,,,28 sept. 2024,"Alors que la nature de cet investissement reste floue, il est clair qu’il sert les intérêts géostratégiques de Riyad, à l’heure où la région plonge à nouveau dans une instabilité préoccupante.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/26/jad20240926-eco-egypte-arabiesaoudite-investissement.jpg",https://www.jeuneafrique.com/1613347/economie-entreprises/pourquoi-larabie-saoudite-investit-elle-5-milliards-en-egypte/,Égypte,,jeuneafrique,fr,,
Le producteur d’or Anglogold Ashanti fond sur une Côte d’Ivoire en plein boom,,,10 sept. 2024,"La major fondée en Afrique du Sud s’apprête à prendre pied en Égypte et en Côte d’Ivoire, après avoir signé une transaction à 2,5 milliards de dollars avec Centamin.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.4737x0.0682/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/10/jad10092024-ass-eco-anglogold-ashanti-centamin.jpg",https://www.jeuneafrique.com/1607240/economie-entreprises/le-producteur-dor-anglogold-ashanti-fond-sur-une-cote-divoire-en-plein-boom/,Égypte,,jeuneafrique,fr,,
"Dix choses à savoir sur Khaled El-Enany, le candidat égyptien à la direction générale de l’Unesco",,,5 sept. 2024,"Professeur des universités et égyptologue, l’ancien ministre égyptien du Tourisme et des Antiquités mène une campagne offensive et décomplexée pour prendre la tête de l’Organisation des Nations unies pour l’éducation, la science et la culture.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.2943x0.2683/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/02/jad20240902-10-choses-khaled-el-enany.jpg",https://www.jeuneafrique.com/1602692/politique/dix-choses-a-savoir-sur-khalid-el-enany-le-candidat-egyptien-a-la-direction-generale-de-lunesco/,Égypte,,jeuneafrique,fr,,
Erdogan et Sissi ouvrent une nouvelle ère dans leurs relations,,,5 sept. 2024,"Le président turc Recep Tayyip Erdogan et son homologue égyptien Abdel Fattah al-Sissi ont affirmé mercredi à Ankara vouloir « renforcer leur coopération », scellant la fin d’une longue décennie de brouille.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/05/afp__20240904__36fh4mj__v2__preview__turkeyegyptpoliticsdiplomacy.jpg",https://www.jeuneafrique.com/1605383/politique/erdogan-et-sissi-ouvrent-une-nouvelle-ere-dans-leurs-relations/,Égypte,,jeuneafrique,fr,,
"JO 2024 : en Foot, avec le Maroc ou l’Égypte, l’Afrique assurée d’une médaille",,,5 août 2024,"Pour la première fois de l’histoire du tournoi olympique masculin de football, la finale pourrait opposer deux sélections africaines. Il faudra pour cela que le Maroc et l’Egypte éliminent respectivement l’Espagne et la France, le pays organisateur.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.7880x0.4226/https://prod.cdn-medias.jeuneafrique.com/medias/2024/08/05/jad20240805-jo-foot-maroc-usa.jpg",https://www.jeuneafrique.com/1595790/societe/jo-2024-en-foot-avec-le-maroc-ou-legypte-lafrique-assuree-dune-medaille/,Égypte,,jeuneafrique,fr,,
L’escrimeuse égyptienne Nada Hafez a participé aux Jeux olympiques… enceinte,,,31 juil. 2024,"C’est l’une des belles histoires de ces Jeux olympiques de Paris. L’escrimeuse égyptienne Nada Hafez a révélé qu’elle avait participé à sa compétition d’escrime en étant enceinte de sept mois, après avoir été éliminée en huitièmes de finales de la compétition de sabre individuel.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/07/31/afp__20240730__2164162776__v3__preview__fencingolympicgamesparis2024day3.jpg",https://www.jeuneafrique.com/1594392/societe/lescrimeuse-egyptienne-nada-hafez-a-participe-aux-jeux-olympiques-enceinte/,Égypte,,jeuneafrique,fr,,
Le plan de Scatec et de Yara pour faire de l’Égypte un rival du Maroc dans l’ammoniac vert,,,9 juil. 2024,"Présent dans un projet de production d’ammoniac au nord-est de l’Égypte, le géant norvégien des énergies renouvelable Scatec vient de signer un contrat prévoyant la vente d’ammoniac vert à son compatriote Yara, spécialiste des engrais.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/07/08/jad20240708-eco-yara-ammoniac-egypte.jpg",https://www.jeuneafrique.com/1585378/economie-entreprises/le-plan-de-scatec-et-yara-pour-faire-de-legypte-un-rival-du-maroc-dans-lammoniac-vert/,Égypte,,jeuneafrique,fr,,
