title,author_name,author_url,publication_date,description,category,image_url,url,countries,content_preview,source,lang,content,source_name
AfDB offers Morocco’s Bank of Africa $78m in support of African trade,,,1727761141,The African Development Bank said on Monday it approved financing worth 70 million euros ($78.3 mln) for Moroccan lender Bank of Africa to promote access to...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.myjoyonline.com/afdb-offers-moroccos-bank-of-africa-78m-in-support-of-african-trade/&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQIAhAC&usg=AOvVaw0oNI0akWrd4qe0-QgQEvoL,,,google_news,en,From Google News,MyJoyOnline
AfDB offers Morocco $78m in support of African trade,,,1727761141,"The African Development Bank (AfDB) said on Monday that it approved financing worth 70 million euros for Moroccan lender Bank of Africa, to promote access...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.nationalaccordnewspaper.com/afdb-offers-morocco-78m-in-support-of-african-trade/&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQICRAC&usg=AOvVaw10iT_5ZNaJ8KHFISopDKqt,,,google_news,en,From Google News,National Accord Newspaper —
Morocco signs with Tata Advanced Systems for integrating wheeled armoured vehicles in Casablanca,,,1727757541,"By Ajai Shukla. Business Standard, 1st Oct 24. Tata Advanced Systems Limited (TASL) announced on Monday a strategic agreement with Morocco's Royal Armed...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.ajaishukla.com/2024/09/morocco-signs-with-tata-advanced.html&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQIBhAC&usg=AOvVaw3psJqI1D_uUkXJCDsEGZXy,,,google_news,en,From Google News,Broadsword by Ajai Shukla - Strategy. Economics. Defence.
Green Hydrogen In Morocco – Analysis,,,1727753941,"Morocco has developed a favorable energy model for the production of green hydrogen, leveraging its excellent conditions for renewable energy generation.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.eurasiareview.com/01102024-green-hydrogen-in-morocco-analysis/&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQIBBAC&usg=AOvVaw2xhBxN36AAlXOsQhlfBaPP,,,google_news,en,From Google News,Eurasia Review
Tata to set up final assembly line for armoured platform in Morocco,,,1727753941,Morocco and TASL partner to establish a defense manufacturing plant in Casablanca for the Wheeled Armoured Platform 8x8.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.thehindu.com/news/national/tata-to-set-up-final-assembly-line-for-armoured-platform-in-morocco/article68701865.ece&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQIBxAC&usg=AOvVaw1Cbsu1RTBC47NsEfdpW9XE,,,google_news,en,From Google News,The Hindu
Venus Remedies secures marketing authorisations for key oncology drugs from Morocco,,,1727753941,The authorization of bortezomib will enhance the company's ability to deliver advanced cancer solutions in Southeast Asia.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.indianpharmapost.com/news/venus-remedies-secures-marketing-authorisations-for-key-oncology-drugs-from-morocco-16263&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQIAxAC&usg=AOvVaw2f06a4PK5eTbjoJFHM-QrT,,,google_news,en,From Google News,Indian Pharma Post
Morocco pledges support for development,,,1727746741,The Morocco government pledged its continued support to help Papua New Guinea achieve its socio-economic development aspirations.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.thenational.com.pg/morocco-pledges-support-for-development/&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQIBRAC&usg=AOvVaw1uFVJCx60nbdBp9YGFhq5F,,,google_news,en,From Google News,The National | Your Number One Daily!
"Weak mag. 2.4 earthquake - 27 km east of Ksar El Kebir, Tanger-Tetouan-Al Hoceima, Morocco, on Tuesday, Oct 1, 2024, at 01:12 am (Casablanca time)",,,1727746741,"Detailed info, map, data, reports, updates about this earthquake: Weak mag. 2.4 earthquake - 27 km east of Ksar El Kebir, Tanger-Tetouan-Al Hoceima, Morocco...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.volcanodiscovery.com/earthquakes/quake-info/9632690/mag1quake-Oct-1-2024-Morocco-NW-MOKRISSETMAC.html&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQICBAC&usg=AOvVaw2f7e5LpFxJJqPy4tD-nEbA,,,google_news,en,From Google News,VolcanoDiscovery
Tata Advanced Systems Expands Global Footprint with Local Production Deal in Morocco,,,1727743141,Kingdom of Morocco's Royal Armed Forces and Tata Advanced Systems sign deal for local production of Wheeled Armoured Platform.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.news18.com/business/tata-advanced-systems-morocco-wheeled-armoured-platforms-9069247.html&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQIABAC&usg=AOvVaw3o-IYYOcK1O7OUcvVUkZ1t,,,google_news,en,From Google News,News18
Rally-Raid. The “new” KTM lineup for Morocco and Dakar - Dakar,,,1727739541,"The Husqvarna and GasGas Teams “dismantled”, Luciano Benavides and Daniel Sanders reunite with Kevin Benavides under the KTM colors. The first two at the...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.ruetir.com/2024/09/30/rally-raid-the-new-ktm-lineup-for-morocco-and-dakar-dakar-ruetir/&ved=2ahUKEwjqzMfou-yIAxUUEzQIHcF3NKQQxfQBegQIARAC&usg=AOvVaw0CTSvaaoFa_u5lCZ191nMv,,,google_news,en,From Google News,Ruetir
