title,author_name,author_url,publication_date,description,category,image_url,url,countries,content_preview,source,lang,content,source_name
Morocco consolidates its position as the new African reference at the global level,,,1728144574,Morocco's importance in strengthening stability in Africa vis-à-vis the rest of the world has positioned the Alawi country as one of the most visible faces...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.atalayar.com/en/articulo/politics/morocco-consolidates-its-position-the-new-african-reference-at-the-global-level/20241005170000205934.html&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQIBhAC&usg=AOvVaw33fxRer1Y0XV9wK-2LfetT,Morocco,,google_news,en,From Google News,Atalayar
Orange Alert: Severe Thunderstorms and Hailstorms Forecasted for Sunday in Morocco,,,1728144634,"The General Directorate of Meteorology (DGM) has issued an orange weather alert, warning of severe thunderstorms, hail, and strong winds expected to hit...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.moroccoworldnews.com/2024/10/365592/orange-alert-severe-thunderstorms-and-hailstorms-forecasted-for-sunday-in-morocco&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQICRAC&usg=AOvVaw2fwajqEKLwLAjiYVhmqgyI,Morocco,,google_news,en,From Google News,Morocco World News
Outrage Mounts Over European Court’s Western Sahara Ruling,,,1728141334,"A day after the European Court of Justice (ECJ) issued its final ruling on the agriculture and fisheries agreement with Morocco, Belgium and Hungary joined...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.moroccoworldnews.com/2024/10/365591/outrage-mounts-over-european-courts-western-sahara-ruling&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQIABAC&usg=AOvVaw2jtrPYlItB1OUzI_uX48Ks,Morocco,,google_news,en,From Google News,Morocco World News
Hungary Backs Strengthening EU-Morocco Partnership Amid CJEU Ruling,,,1728137734,"Hungary has reaffirmed its commitment to strengthening the European Union's strategic partnership with Morocco, despite a recent ruling from the Court of...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://moroccoworldnews.com/2024/10/365589/hungary-backs-strengthening-eu-morocco-partnership-amid-cjeu-ruling&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQIBxAC&usg=AOvVaw0JUYtn1GZHHxfEYcjjYnkv,Morocco,,google_news,en,From Google News,Morocco World News
Europe Delivers a Harsh Blow to the Friendship Between Sánchez and Morocco,,,1728137734,The ECJ overturned the EU-Morocco trade agreements because they were made without the consent of the people of Western Sahara.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.moroccomail.fr/2024/10/05/europe-delivers-a-harsh-blow-to-the-friendship-between-sanchez-and-morocco/&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQIBRAC&usg=AOvVaw0nUsauZDNO4YqQvzsH_z3W,Morocco,,google_news,en,From Google News,Maghreb Online
"Sahara: UN Chief highlights Morocco’s diplomatic achievements, holds Algeria accountable & decries Polisario violations",,,1728134134,The 2024 report submitted lately to the UN Security Council by UN Chief Antonio Guterres highlights the growing international support for Morocco's autonomy...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://northafricapost.com/80801-sahara-un-chief-highlights-moroccos-diplomatic-achievements-holds-algeria-accountable-decries-polisario-violations.html&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQIARAC&usg=AOvVaw1WlY6WtuWZbtDh3IlX5C7f,Morocco,,google_news,en,From Google News,The North Africa Post
Fisheries & Farming Accords: EU voices strong attachment to strategic partnership with Morocco,,,1728134134,"The European Union has expressed strong attachment to the strategic partnership built with Morocco, following the ruling issued Friday by the European Court...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://northafricapost.com/80798-fisheries-farming-accords-eu-voices-strong-attachment-to-strategic-partnership-with-morocco.html&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQICBAC&usg=AOvVaw3dExCeA_ANf3kl384Ge3Fo,Morocco,,google_news,en,From Google News,The North Africa Post
Belgium Reaffirms Support for EU-Morocco Partnership Amid ECJ Ruling,,,1728130534,Belgium has voiced its support for the EU's response to the recent European Court of Justice (ECJ) rulings on trade agreements involving Western Sahara.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.moroccoworldnews.com/2024/10/365586/belgium-reaffirms-support-for-eu-morocco-partnership-amid-ecj-ruling&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQIAxAC&usg=AOvVaw1Z8UXpZUJygHc-nxFqyTow,Morocco,,google_news,en,From Google News,Morocco World News
Rally-Raid. Morocco last of the World Championship launched (GALLERY) - Dakar,,,1728130534,"Last test of the 2024 World Championship, authentic technical preview of the 2025 Dakar. KTM returns, Dacia debuts, full Ford lineup.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.ruetir.com/2024/10/05/rally-raid-morocco-last-of-the-world-championship-launched-gallery-dakar-ruetir/&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQIBBAC&usg=AOvVaw0aME5iTtJIHb9iJ_DEkOWk,Morocco,,google_news,en,From Google News,Ruetir
"Morocco, Ambassador Balla “Partnership? The ball is in Europe’s court”",,,1728130534,ROME (ITALPRESS) – “The ball is now entirely in the European court. Europe must decide what it wants to do with the partnership with Morocco. We expect.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.italpress.com/morocco-ambassador-balla-partnership-the-ball-is-in-europes-court/&ved=2ahUKEwiK2LmSxPeIAxV65ckDHZP3L5UQxfQBegQIAhAC&usg=AOvVaw1iP8h9EdML30pFWZQ3rGWP,Morocco,,google_news,en,From Google News,Italpress
