title,author_name,author_url,publication_date,description,category,image_url,url,country,content_preview,extractor,lang,content,source
AU Forum Applauds King Mohammed VI’s Migration Leadership,,,1728516290,"Morocco's contributions to shaping Africa's migration policies featured prominently today at the second regional review of the Global Compact for Safe,...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.moroccoworldnews.com/2024/10/365663/au-forum-applauds-king-mohammed-vis-migration-leadership&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQICBAC&usg=AOvVaw090WGtH2hQ7xDygAUW8uq8,Morocco,,google_news,en,,Morocco World News
ECJ Ruling: Croatia Supports Continuation of EU-Morocco Partnership,,,1728509390,Croatia has expressed support for the continuation of the EU-Morocco partnership in the wake of the European Court of Justice's hostile verdict against the...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.moroccoworldnews.com/2024/10/365662/ecj-ruling-croatia-supports-continuation-of-eu-morocco-partnership&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQICRAC&usg=AOvVaw11bVhPnjOT5nVQj2i-2A_Y,Morocco,,google_news,en,,Morocco World News
CAF CL: Maema welcomes Morocco job to ‘test Downs’,,,1728509390,Mamelodi Sundowns midfielder Neo Maema excited with the Caf Champions League's group stage draw.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.afrik-foot.com/en-za/maema-welcomes-the-morocco-test-it-will-test-how-far-sundowns-are&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQIBBAC&usg=AOvVaw1j-7k-x5SRZ9FVCV9oexbh,Morocco,,google_news,en,,Afrik-Foot
Algerian Official Expelled from UN Meeting Following Anti-Moroccan Outburst,,,1728509390,An Algerian representative was expelled from the Fourth Committee meeting of the United Nations General Assembly on Tuesday after launching an offensive...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.moroccoworldnews.com/2024/10/365661/algerian-official-expelled-from-un-meeting-following-anti-moroccan-outburst&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQIAxAC&usg=AOvVaw0iimmXTGcKZKioUhqmu09-,Morocco,,google_news,en,,Morocco World News
Morocco Achieves New Record in Tourist Numbers: 13.1 Million Visitors by September 2024,,,1728509390,"The Moroccan Ministry of Tourism, Handicrafts, and Social and Solidarity Economy announced on Wednesday a new historic achievement in the tourism sector,...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://fesnews.media/289543/2024/10/09/&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQIBRAC&usg=AOvVaw1LkRMQIOjpGPSxMjirAjYF,Morocco,,google_news,en,,فاس نيوز ميديا
Sainz Ford Raptor Plagued By Mechanical Issues At Morocco,,,1728505790,"Carlos Sainz failed to start the second stage of Rally Morocco when his Ford Raptor racer suffered a mechanical issue before the race on October 8th, 2024.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://fordauthority.com/2024/10/sainz-ford-raptor-plagued-by-mechanical-issues-at-morocco/&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQIARAC&usg=AOvVaw1AJsvIpQugzZWa5jrjy3D0,Morocco,,google_news,en,,Ford Authority
Algerian Representative Expelled from UN Fourth Committee Meetings After Anti-Morocco Speech,,,1728505790,"The meetings of the United Nations Fourth Committee witnessed a notable diplomatic incident, as Nouria Hafsi, the president of the National Union of...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://fesnews.media/289539/2024/10/09/&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQIAhAC&usg=AOvVaw3Z04Y5eyP1zrTqOP3eP7T2,Morocco,,google_news,en,,فاس نيوز ميديا
Flooding in the Sahara desert fills lake that had been dry for 50 years,,,1728505790,An extreme onslaught of rain -- about a year's worth in two days -- in Morocco brought desperately needed water to some of the Saraha Desert's more arid...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://nypost.com/2024/10/09/science/flooding-in-the-sahara-desert-fills-lake-50-year-arid-lake/&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQIABAC&usg=AOvVaw3YVp-TVqySV7JbwXdAUrAS,Morocco,,google_news,en,,New York Post
Morocco new customer for the C-390 Millennium,,,1728505790,,,,https://www.scramble.nl/military-news/morocco-new-customer-for-the-c-390-millennium&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQIBxAC&usg=AOvVaw2GsYO12v-VCaLhO7NFXCJT,Morocco,,google_news,en,,scramble.nl
Morocco Hosts First African Consultation in Preparation for the Third UN Conference on Oceans,,,1728502190,"Tangier – The Moroccan city of Tangier witnessed a historic event on Wednesday, October 9, 2024, with the convening of the first African consultation in...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://fesnews.media/289532/2024/10/09/&ved=2ahUKEwiirITWrIKJAxXzWEEAHWanB_8QxfQBegQIBhAC&usg=AOvVaw1lB_qCpSRUd8pbHO3gv0TH,Morocco,,google_news,en,,فاس نيوز ميديا
Why Botswana struggle to produce the next Ngele,,,1728502191,Botswana showed big potential in producing exciting talent such as former Mamelodi Sundowns midfielder Mogakolodi Ngele. But why has the production line...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.snl24.com/kickoff/sanews/premiership/why-botswana-struggle-to-produce-the-next-ngele-20241009&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQIBBAC&usg=AOvVaw1QaLOWhXIBoWR25rxkjIzM,Botswana,,google_news,en,,SNL24
"Cape Verde vs Botswana Prediction, Betting Tips & Odds | 10 OCTOBER, 2024",,,1728484191,"Cape Verde, who impressed their supporters in the AFCON Tournament, will play their third qualifying group game against Botswana at the Estadio Nacional de...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.telecomasia.net/sports-betting/tips/football/cape-verde-vs-botswana-prediction-betting-tips-odds-10-october-2024/&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQICRAC&usg=AOvVaw1Bz_4PykWDDBs1J7N5xNc8,Botswana,,google_news,en,,Telecom Asia Sport
Botswana elections: Meet the parties,,,1728484191,Your definitive guide to the top six parties running in the Botswana election on 30 October 2024.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.theafricareport.com/364113/botswana-elections-meet-the-parties/&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQIAhAC&usg=AOvVaw2-lnkagboDmbEwpnAcviIm,Botswana,,google_news,en,,The Africa Report.com
"Cape Verde vs Botswana prediction, H2H & Probable Line-ups - October 10, 2024",,,1728509391,"In the Africa Cup of Nations qualifiers, Cape Verde will face Botswana in a crucial group-stage match. Dailysports analysts have shared their exclusive...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://dailysports.net/predictions/cape-verde-vs-botswana-prediction-h2h-probable-lineups-october-10-2024/&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQIBRAC&usg=AOvVaw2mWk7MuWEENj8uSmQNzvNl,Botswana,,google_news,en,,Dailysports.net
KP Secretariat Opens in Botswana,,,1728509391,"The Kimberley Process (KP), chaired by Ahmed Bin Sulayem, CEO of DMCC, inaugurated a new Secretariat in Gaborone, Botswana on 9th October.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://gjepc.org/solitaire/kp-secretariat-opens-in-botswana/&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQIARAC&usg=AOvVaw3h_Hnf0d-1O-BG7TBt3vjQ,Botswana,,google_news,en,,Gem and Jewellery Export Promotion Council (GJEPC)
Botswana unveils first locally assembled electric vehicles backed by Chinese brands,,,1728509391,"Botswana's President Mokgweetsi Masisi (L) tries one of the first batch of locally assembled electric vehicles in Gaborone, Botswana, on Oct. 7, 2024.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://english.news.cn/20241009/2fb61de46927486f99f4f9ca875fe36e/c.html&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQICBAC&usg=AOvVaw1ILyhJpMZqYY36Qkv2qAmJ,Botswana,,google_news,en,,Xinhua
Democracy in Action: The Role of Civil Society in Botswana’s Failed Constitutional Amendment Bill,,,1728505791,"By Mona-Lisa Danieli Mungure, 9 October. Tumisang Seabo of BCPI at a civic education campaign in Diamond Square, July 2024 (photo credit: Stepping Stones...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",http://constitutionnet.org/news/voices/civil-society-botswanas-failed-constitutional-amendment-bill&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQIBhAC&usg=AOvVaw2E72vfLzA1MFBhgJNwEvXe,Botswana,,google_news,en,,ConstitutionNet
"Cape Verde vs Botswana – Match Preview, Prediction, Betting Tips – 10/10/2024",,,1728502191,"Africa Cup Of Nations (Qualification): Cape Verde and Botswana will come up against each other in Praia, Cape Verde. Date: 10/10/2024 Time: 17:00 Venue:...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://ghanasoccernet.com/bookmaker-ratings/tips/cape-verde-vs-botswana-match-preview-prediction-betting-tips-10-10-2024/&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQIBxAC&usg=AOvVaw215PASjAmXEr07f3Fv0ZKx,Botswana,,google_news,en,,GhanaSoccernet
UAE Kimberley Process chair and Government of Botswana inaugurate historic KP Secretariat in Gaborone,,,1728498591,"The UN-mandated Kimberley Process (KP), chaired by Ahmed Bin Sulayem, CEO and Executive Chairman of DMCC, today inaugurated the historic KP Secretariat in...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.zawya.com/en/press-release/government-news/uae-kimberley-process-chair-and-government-of-botswana-inaugurate-historic-kp-secretariat-in-gaborone-q1qb89co&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQIABAC&usg=AOvVaw1AsIN1rVezqtPgpOtzFYos,Botswana,,google_news,en,,ZAWYA
10 Things You Are Not Allowed to Do in Botswana,,,1728498591,"Botswana is known for its stunning landscapes, rich wildlife, and vibrant cultures. However, like any country, it has its own set of rules and customs.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://youthvillage.co.za/2024/10/10-things-you-are-not-allowed-to-do-in-botswana/&ved=2ahUKEwi-w7PWrIKJAxUmWkEAHd8-BRcQxfQBegQIAxAC&usg=AOvVaw3146plzA84kxLRQ7znpV4d,Botswana,,google_news,en,,Youth Village
"Authorities suspend Voice of America, extending censorship trend in Burkina Faso",,,1728502192,"Dakar, October 9, 2024—The Committee to Protect Journalists calls on the Burkinabe authorities to lift the suspension of the U.S. Congress-funded...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://cpj.org/2024/10/authorities-suspend-voice-of-america-extending-censorship-trend-in-burkina-faso/&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQIAxAC&usg=AOvVaw1veVdoqQJHRix-8xlG-w3P,Burkina Faso,,google_news,en,,Committee to Protect Journalists
"Burkina Faso vs Burundi prediction, H2H & Probable Line-ups - October 10, 2024",,,1728502192,"In the third round of the Africa Cup of Nations qualification, Burkina Faso will take on Burundi in what promises to be an intriguing clash.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://dailysports.net/predictions/burkina-faso-vs-burundi-prediction-h2h-probable-lineups-october-10-2024/&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQICRAC&usg=AOvVaw3agtMe-Phc8l0whBpbh6ge,Burkina Faso,,google_news,en,,Dailysports.net
Burkina Faso set to cancel foreign mining operations,,,1728494992,"The leader of Burkina Faso, Ibrahim Traoré, announced on Saturday that the country is set to withdraw mining permits from foreign countries.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.mining-technology.com/news/burkina-faso-set-to-cancel-foreign-mining-operations/&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQIBBAC&usg=AOvVaw0GLAn_z6oFembioWmj0QuD,Burkina Faso,,google_news,en,,Mining Technology
Junta-led Burkina Faso Suspends Voice Of America Radio,,,1728494992,"Authorities in military-ruled Burkina Faso have suspended Voice of America (VOA) radio for three months over remarks ""likely to undermine the morale of the...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.barrons.com/news/junta-led-burkina-faso-suspends-voice-of-america-radio-c119e1fd&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQIABAC&usg=AOvVaw0ywMWBhyoT_ZO-jcsnwBYj,Burkina Faso,,google_news,en,,Barron's
"Russia, Burkina Faso Meet For Military Cooperation Talks",,,1728484192,"Russia's Defense Minister met with Burkina Faso's PM, Apollinaire J. Kyelem de Tambela, to discuss expanding the nation's military cooperation.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://abntv.com.ng/news/russia-burkina-faso-meet-for-military-cooperation-talks/&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQIARAC&usg=AOvVaw0r-rXZI_bGsiBygCyuE3uc,Burkina Faso,,google_news,en,,ABN TV
Fararen hula 10 sun mutu sakamakon harin ƴan ta'adda a Burkina Faso,,,1728509392,"Wasu da ake zargi yan ta'adda masu ikirarin jihadi ne sun kashe fararen hula 10 a wata kasuwa da ke arewacin ƙasar ƙarshen makon da ya gabata,...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.rfi.fr/ha/afrika/20241009-fararen-hula-10-sun-mutu-sakamakon-harin-%25C6%25B4an-ta-adda-a-burkina-faso&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQIBxAC&usg=AOvVaw2hRl0kvje0qVlCFEXI9Yoy,Burkina Faso,,google_news,en,,RFI
Burkina Faso’s “mother of the Sahel” brings education to displaced children,,,1728505792,"Maimouna Ba, a young woman from Burkina Faso, has become a beacon of hope for displaced children in her country.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://apanews.net/burkina-fasos-mother-of-the-sahel-brings-education-to-displaced-children/&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQIAhAC&usg=AOvVaw1nMnscvHaIP-SedV0YA_6P,Burkina Faso,,google_news,en,,APAnews - Agence de Presse Africaine
"Burkina Faso to Establish Strategic Partnership With Russia, Prime Minister Says",,,1728502192,"Burkina Faso is seeking opportunities to diversify cooperation with Russia in all areas and wants to establish a strategic partnership, said Prime Minister...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://newnationalstar.com/burkina-faso-to-establish-strategic-partnership-with-russia-prime-minister-says/&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQIBRAC&usg=AOvVaw38q8PMOYSRCeCAPRoBbsBL,Burkina Faso,,google_news,en,,New National Star
"Russia, Burkina Faso discuss military cooperation as Wagner mercenaries killed in Mali",,,1728498592,"Russia's Defence Minister Andrei Belousov and Burkina Faso's prime minister, Apollinaire Kyelem de Tambela, discussed expanding military ties on Tuesday,...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.premiumtimesng.com/news/top-news/743334-russia-burkina-faso-discuss-military-cooperation-as-wagner-mercenaries-killed-in-mali.html&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQICBAC&usg=AOvVaw3FsRc0xWv7UzZsafTSvTrQ,Burkina Faso,,google_news,en,,Premium Times Nigeria
"Russia, Burkina Faso talk military co-operation",,,1728494992,"Moscow has been pursuing a combination of military, diplomatic, and economic interests in Africa, vying with the West for influence after Russia's war in...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","http://web.sabc.co.za/sabc/home/channelafrica/news/details%3Fid%3D90b2c9d4-a3d2-4c5d-a7ff-8ea5bcc8da12%26title%3DRussia,%2520Burkina%2520Faso%2520talk%2520military%2520co-operation&ved=2ahUKEwj7pv7WrIKJAxVCWEEAHZj_HEMQxfQBegQIBhAC&usg=AOvVaw3FzuyEtWhFyFn5bmZAn_UO",Burkina Faso,,google_news,en,,SABC
Uganda Hippos defeat Burundi to qualify for semi-finals with a game left,,,1728505793,Uganda U-20 national team (The Hippos) recorded their second win at the on-going CECAFA U-20 championships in Dar-es-salaam.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://kawowo.com/2024/10/09/uganda-hippos-defeat-burundi-to-qualify-for-semi-finals-with-a-game-left/&ved=2ahUKEwjkoLzXrIKJAxUxWUEAHQxnHdQQxfQBegQIBhAC&usg=AOvVaw11d_78XYuDldCLCLVoWhsX,Burundi,,google_news,en,,Kawowo Sports
"Burkina Faso vs Burundi prediction, H2H & Probable Line-ups - October 10, 2024",,,1728502193,"In the third round of the Africa Cup of Nations qualification, Burkina Faso will take on Burundi in what promises to be an intriguing clash.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://dailysports.net/predictions/burkina-faso-vs-burundi-prediction-h2h-probable-lineups-october-10-2024/&ved=2ahUKEwjkoLzXrIKJAxUxWUEAHQxnHdQQxfQBegQICRAC&usg=AOvVaw1aRqY-izE4eoaIOfIPsJi-,Burundi,,google_news,en,,Dailysports.net
Uganda Hippos defeat Burundi to storm semis in AFCON U-20 qualifiers,,,1728487793,Uganda Hippos are the first team to qualify for the semi-final stage at the on-going TotalEnergies U-20 CAF Africa Cup of Nations (AFCON) CECAFA Qualifiers.,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://cecafaonline.com/uganda-hippos-defeat-burundi-to-storm-semis-in-afcon-u-20-qualifiers/&ved=2ahUKEwjkoLzXrIKJAxUxWUEAHQxnHdQQxfQBegQIBxAC&usg=AOvVaw0DVSVsZpMZb2JHumjhaDue,Burundi,,google_news,en,,CECAFA
Stigma adds to Burundi's challenges in mpox fight,,,1728487793,Eric Mbonigaba recovered from mpox after four weeks in hospital but the Burundian motorcycle taxi driver says he has since fallen victim to stigma...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.reuters.com/business/healthcare-pharmaceuticals/stigma-adds-burundis-challenges-mpox-fight-2024-10-09/&ved=2ahUKEwjkoLzXrIKJAxUxWUEAHQxnHdQQxfQBegQIARAC&usg=AOvVaw3xEB44KA2z4Dz27EY6F6ml,Burundi,,google_news,en,,Reuters
"Zambia, Burundi ink fibre optic link deal",,,1728484193,By CHATULA KANGALI – ZAMBIA and Burundi have signed a Memorandum of Understanding (MoU) which will see the two countries connected through a fibre optic...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.times.co.zm/%3Fp%3D135127&ved=2ahUKEwjkoLzXrIKJAxUxWUEAHQxnHdQQxfQBegQIBRAC&usg=AOvVaw2WemVuW1ZP4S6Sxh6wk1Lo,Burundi,,google_news,en,,Times of Zambia
