title,author_name,author_url,publication_date,description,category,image_url,url,country,content_preview,extractor,lang,content,source
Luanda’s oil revival wins more backers after $6bn Kwanza development,,,30th August 2024,"President Lourenço courts investors in France, China and the US, to reverse energy sector decline",,,https://www.africa-confidential.com/article/id/15128/Luanda%e2%80%99s_oil_revival_wins_more_backers_after_%246bn_Kwanza_development,ANGOLA,"The Angolan government’s tactics to boost oil and gas investment – cutting production taxes, wooing the biggest conglomerates and quitting the Organization of the Petro...",africa-confidential,en,,
Gargantuan debt servicing poses threat,,,4th July 2024,The lessons of Kenya’s crisis loom large as Luanda officials search for a way to cut repayment demands,,,https://www.africa-confidential.com/article/id/15055/Gargantuan_debt_servicing_poses_threat,ANGOLA,Angola is Africa’s second-biggest oil producer but is facing what is arguably the continent’s worst debt crisis. Unlike fellow heavily indebted economies in Ghana and Z...,africa-confidential,en,,
Political glitches hold up reforms,,,4th July 2024,Fear of popular protest deters the government from cutting fuel subsidies and privatising state assets,,,https://www.africa-confidential.com/article/id/15056/Political_glitches_hold_up_reforms,ANGOLA,"Midway into his second term, President João Lourenço has spent more time trying to consolidate his grip on the ruling Movimento Popular de Libertação de...",africa-confidential,en,,
A win for the Dos Santos clan,,,9th April 2024,"The constitutional court has overturned the conviction of the former president's son in a fraud case, citing violations of his right to a fair trial",,,https://www.africa-confidential.com/article/id/14917/A_win_for_the_Dos_Santos_clan,ANGOLA,"Angola's beleaguered former First Family has enjoyed a small victory after the country's constitutional court voided the 2020 conviction of José Filomeno dos Santos, aka Zen...",africa-confidential,en,,
Dutch court rules that Isabel dos Santos illegally diverted €52 million from state oil company,,,28th June 2023,Prosecutors claims intricate system of proxy companies was set up to siphon revenues,,,https://www.africa-confidential.com/article/id/14503/Dutch_court_rules_that_Isabel_dos_Santos_illegally_diverted_%e2%82%ac52_million_from_state_oil_company,ANGOLA,"Isabel dos Santos, daughter of Angola's former President José Eduardo dos Santos, faces one of her toughest legal challenges after a Dutch court ruled last week that she had...",africa-confidential,en,,
Lourenço faces a tough rebuild,,,19th January 2023,An emboldened opposition and internal dissent point to hard months ahead for the President,,,https://www.africa-confidential.com/article/id/14271/Louren%c3%a7o_faces_a_tough_rebuild,ANGOLA,"President João Lourenço came out of last August's elections doubly weakened – by the opposition, which made historic gains despite the ruling Movimento Popular ...",africa-confidential,en,,
Dos Santos ups the PR war,,,19th January 2023,,,,https://www.africa-confidential.com/article/id/14273/Dos_Santos_ups_the_PR_war,ANGOLA,"Isabel dos Santos is planning to take the PR fight to her late father's successor, Angolan President João Lourenço, by hiring K-Street lobbyists with close links to f...",africa-confidential,en,,
UNITA plans protests but drops boycott,,,15th September 2022,"The opposition has reconciled itself to a stolen election, but the ruling party is nervous and may fall back on violent repression",,,https://www.africa-confidential.com/article/id/14108/UNITA_plans_protests_but_drops_boycott,ANGOLA,"Surrounded by hundreds of soldiers, João Lourenço was sworn in for a second presidential term at Praça da República in Luanda on 15 September. The first...",africa-confidential,en,,
Lourenço's bruising victory,,,8th September 2022,"The ruling party may have won, but it has not emerged stronger from the result, nor has the President, who did not act like a graceful victor",,,https://www.africa-confidential.com/article/id/14096/Louren%c3%a7o%27s_bruising_victory,ANGOLA,"The 24 August general elections produced the victory that President João Lourenço expected, but not by a margin that the Movimento Popular de Libertação...",africa-confidential,en,,
Following in Odinga's footsteps,,,6th September 2022,Opposition parties in Kenya and Angola challenged the official election results – but their petitions were both rejected in their countries' courts,,,https://www.africa-confidential.com/article/id/14089/Following_in_Odinga%27s_footsteps,ANGOLA,"After nearly 50 years of almost total dominance, the Movimento Popular de Libertação de Angola (MPLA) suffered a nasty electoral shock in the 24 August general electi...",africa-confidential,en,,
Talon turns on his allies,,,3rd October 2024,,,,https://www.africa-confidential.com/article/id/15177/Talon_turns_on_his_allies,BENIN,"The Cotonou political class is in shock following the detention of Olivier Boko, a close associate of President Patrice Talon, and former sports minister Oswald Homéky, amid...",africa-confidential,en,,
Patrice Talon tests strength of General Tiani’s junta,,,12th June 2024,Vitriol flows both ways as hopes fade of a speedy end to the fight between Niamey and Cotonou,,,https://www.africa-confidential.com/article/id/15022/Patrice_Talon_tests_strength_of_General_Tiani%e2%80%99s_junta,BENIN,The arrest of five Nigérien oil technicians in Benin at the beginning of June has sparked accusations of ‘kidnapping’ and ‘hostage-taking’ from Gener...,africa-confidential,en,,
Talon flirts with a third term,,,5th June 2024,"Fighting with the Niger junta over oil exports, the President is mulling constitutional changes",,,https://www.africa-confidential.com/article/id/15008/Talon_flirts_with_a_third_term,BENIN,"Facing the challenges of succession or a high-risk bid for a third term, President Patrice Talon has been buffeted by the junta-versus-civilian-regime rivalries playing out in West...",africa-confidential,en,,
Clipping the President's talons,,,19th January 2023,,,,https://www.africa-confidential.com/article/id/14276/Clipping_the_President%27s_talons,BENIN,"Having broken the government's monopoly in the national assembly, winning 28 of the 109 seats in last Sunday's legislative elections, the Démocrates have established themsel...",africa-confidential,en,,
Oppositionists prise open parliamentary politics,,,6th December 2022,"For the first time in four years, Béninois voters should have a free choice to elect a new legislature in January",,,https://www.africa-confidential.com/article/id/14226/Oppositionists_prise_open_parliamentary_politics,BENIN,The country's constitutional system is starting to work again despite President Patrice Talon's authoritarian instincts. Last month the Constitutional Court ordered the Commission ...,africa-confidential,en,,
France moves out of Mali,,,16th February 2022,European governments are rethinking military plans in the Sahel ahead of the grand summit between the African Union and the EU,,,https://www.africa-confidential.com/article/id/13809/France_moves_out_of_Mali,BENIN,African and European officials have agreed to move the centre for counter-insurgency operations in the Sahel from Mali to Niger but questions remain about how to manage the logisti...,africa-confidential,en,,
Cancelling the opposition,,,16th December 2021,,,,https://www.africa-confidential.com/article/id/13722/Cancelling_the_opposition,BENIN,"Sentenced to 20 years in jail on terrorism charges, the outspoken ex-minister Reckya Madougou has been formally removed from the Béninois political scene, as has the respect...",africa-confidential,en,,
Talons out for the opposition,,,15th April 2021,,,,https://www.africa-confidential.com/article/id/13350/Talons_out_for_the_opposition,BENIN,"After excluding all credible opposition candidates, President Patrice Talon won another five years in office with 86% of the vote, according to provisional results released as Afri...",africa-confidential,en,,
A trio of presidential elections exposes democratic downturn,,,12th April 2021,Arrest of opposition candidates and mass boycotts in elections over the weekend signal a wider attack on political freedom,,,https://www.africa-confidential.com/article/id/13341/A_trio_of_presidential_elections_exposes_democratic_downturn,BENIN,"A succession of presidential elections in Benin (11 April), Chad (11 April), and Djibouti (9 April) followed a familiar playbook with opposition voices excluded, in some cases viol...",africa-confidential,en,,
Talon tightens his grip,,,18th March 2021,,,,https://www.africa-confidential.com/article/id/13336/Talon_tightens_his_grip,BENIN,Béninois voters can have any president they like – so long as it is Patrice Talon. They will go to the polls on 11 April to decide whether to award a second term to th...,africa-confidential,en,,
Khama returns to face court cases and boost opposition election campaign,,,17th September 2024,"The former president, who faces charges of money laundering and owning illegal firearms, will campaign for the opposition coalition ahead of general elections next month",,,https://www.africa-confidential.com/article/id/15150/Khama_returns_to_face_court_cases_and_boost_opposition_election_campaign,BOTSWANA,"The return of former President Ian Khama after three years of self-imposed exile, to face charges, including money laundering and owning illegal firearms, appears to be as much abo...",africa-confidential,en,,
Ben-Menashe heads to Gaborone,,,22nd August 2024,,,,https://www.africa-confidential.com/article/id/15121/Ben-Menashe_heads_to_Gaborone,BOTSWANA,"The flurry of new client activity continues for Ari Ben-Menashe, the Israeli former spy and arms dealer turned political lobbyist. Ben-Menashe, who has taken on Kenya’s forme...",africa-confidential,en,,
Pitching for De Beers,,,6th June 2024,,,,https://www.africa-confidential.com/article/id/15015/Pitching_for_De_Beers,BOTSWANA,"The Botswana government may be clearing the way to bid for part of Anglo American’s 85% holding in De Beers, which the London-based mining conglomerate plans to divest or dem...",africa-confidential,en,,
Gaborone turns down London after Rwanda law comes into force,,,30th April 2024,Botswana has rejected another 'cash-for-asylum-seekers' deal saying it cannot commit to hosting people not knowing what the end game will be,,,https://www.africa-confidential.com/article/id/14954/Gaborone_turns_down_London_after_Rwanda_law_comes_into_force,BOTSWANA,"Days after the UK Parliament finally passed a law that will allow asylum seekers to be sent to Rwanda where their claims will be considered, Prime Minister Rishi Sunak appears dete...",africa-confidential,en,,
Antwerp gems deal on the rocks,,,3rd October 2023,"The President put much store into a scheme intended to add value to diamond sales, but the dream seems to be turning sour",,,https://www.africa-confidential.com/article/id/14627/Antwerp_gems_deal_on_the_rocks,BOTSWANA,"The Botswana government's ambitious plan to sell part of its huge rough diamond output have been dealt a hammer blow by the implosion of its selected sales partner, the privately-o...",africa-confidential,en,,
Masisi needs diamonds for trumps,,,3rd August 2023,The ruling party has a new strategy to win next year's polls against the challenge from ex-President Khama and the opposition coalition,,,https://www.africa-confidential.com/article/id/14547/Masisi_needs_diamonds_for_trumps,BOTSWANA,"The ruling Botswana Democratic Party (BDP) has never been the same since President Mokgweetsi Masisi fell out with his mentor, ex-President Ian Khama, who had hand-picked him as hi...",africa-confidential,en,,
De Beers deal could save BDP's skin,,,3rd August 2023,Gaborone's new diamond deal offers gains to the government and hedges against challenges from new technology,,,https://www.africa-confidential.com/article/id/14548/De_Beers_deal_could_save_BDP%27s_skin,BOTSWANA,"If President Mokgweetsi Masisi has got it right, the new agreement Botswana has struck with its dominant economic partner De Beers – to sell half of its rough diamonds in 10 ...",africa-confidential,en,,
Both sides claim diamond deal win,,,6th July 2023,,,,https://www.africa-confidential.com/article/id/14517/Both_sides_claim_diamond_deal_win,BOTSWANA,President Mokgweetsi Masisi insists his renegotiation of terms with De Beers is a huge victory while others say it was the world's biggest diamond producer that came out on top in ...,africa-confidential,en,,
What is behind Masisi's gem deal?,,,26th April 2023,"Citing resource control, the President is joining with a Belgian start-up diamond trader to challenge the De Beers empire",,,https://www.africa-confidential.com/article/id/14410/What_is_behind_Masisi%27s_gem_deal,BOTSWANA,"After 54 years in mining diamonds and 10 years in trading them, Botswana is moving downstream in the business by taking a 24% stake in Belgium's HB Antwerp, a diamond trading, cutt...",africa-confidential,en,,
President Masisi presses De Beers for bigger cut of diamond cash,,,20th March 2023,"Ahead of next year's elections, officials say they want to boost accountability and the nation's stake in mining",,,https://www.africa-confidential.com/article/id/14362/President_Masisi_presses_De_Beers_for_bigger_cut_of_diamond_cash,BOTSWANA,"After five years of negotiations over revenues and production at the world's biggest diamond mine, Botswana's President Mokgweetsi Masisi and the De Beers conglomerate are at logg...",africa-confidential,en,,
A hunter in aviation,,,18th July 2024,,,,https://www.africa-confidential.com/article/id/15077/A_hunter_in_aviation,BURKINA FASO,"Burkina Faso’s national airline, Air Burkina, has struggled for more than a decade. But instead of saving West Africa’s oldest airline, the junta of Captain Ibrahim Tra...",africa-confidential,en,,
The juntas dig in as instability worsens,,,4th July 2024,Burkina’s leader Captain Traoré wants five more years in power but his army is losing badly against the jihadis,,,https://www.africa-confidential.com/article/id/15057/The_juntas_dig_in_as_instability_worsens,BURKINA FASO,"The standing of Burkina Faso’s transitional leader Captain Ibrahim Traoré, who seized power in September, has hit a new low. But public opinion is the least of his woe...",africa-confidential,en,,
The juntas are running out of excuses,,,9th May 2024,Populist rhetoric and ethnic targeting by the military regimes are deepening the region's fault-lines,,,https://www.africa-confidential.com/article/id/14967/The_juntas_are_running_out_of_excuses,BURKINA FASO,The lean season in the Sahel this year is starting under the toughest economic and political conditions for generations. Mali and Burkina Faso have been baked by a record-breaking ...,africa-confidential,en,,
Junta press-gangs the press,,,26th February 2024,,,,https://www.africa-confidential.com/article/id/14849/Junta_press-gangs_the_press,BURKINA FASO,"Rasmané Zinaba and Bassirou Badjo, youth leaders in the pro-democracy movement Balai Citoyen (Citizen Sweep), were abducted on 20 February and 21 February respectively by un...",africa-confidential,en,,
Junta is latest to sign Russian nuclear pact,,,17th October 2023,Push into civilian energy markets in Africa continues as the shift away from fossil fuels opens up opportunities for Moscow to export its technology,,,https://www.africa-confidential.com/article/id/14652/Junta_is_latest_to_sign_Russian_nuclear_pact,BURKINA FASO,Burkina Faso is the latest African state to strike a deal on nuclear energy with Russia as the Kremlin continues its push towards civilian nuclear markets. Ministers confirmed that...,africa-confidential,en,,
Putsch or purge?,,,5th October 2023,,,,https://www.africa-confidential.com/article/id/14639/Putsch_or_purge,BURKINA FASO,"On 27 September, the government informed the nation that a conspiracy to overthrow it had been foiled. The announcement came just days before the first anniversary of Captain Ibrah...",africa-confidential,en,,
Junta leader banks on autocracy,,,27th April 2023,"The latest captain to run the country wants militias, censorship and army discipline to save the nation from the jihadists, and he doesn’t want help",,,https://www.africa-confidential.com/article/id/14414/Junta_leader_banks_on_autocracy,BURKINA FASO,"Military junta leader Captain Ibrahim Traoré is setting out his programme for victory in the war against militant jihadists, who have taken 40% of the country, killed thousa...",africa-confidential,en,,
Restive Tuareg ramp up tension,,,16th February 2023,The Algiers peace accord is in danger of unravelling as both Mali and Burkina Faso struggle under new challenges from the jihadists,,,https://www.africa-confidential.com/article/id/14313/Restive_Tuareg_ramp_up_tension,BURKINA FASO,"While Mali, Burkina Faso and Guinea talk of grand plans for diplomatic and economic cooperation, the already desperate Sahel security crisis has taken another turn for the worse.",africa-confidential,en,,
West Africa’s juntas look east,,,2nd February 2023,Ouagadougou is set to be the next military regime to invite Russian mercenaries after giving France a month for its troops to leave,,,https://www.africa-confidential.com/article/id/14292/West_Africa%e2%80%99s_juntas_look_east,BURKINA FASO,Captain Ibrahim Traoré's regime has brushed aside the concerns of fellow members of the Economic Community of West African States (Ecowas) and gone even further than Mali an...,africa-confidential,en,,
More European diplomatic dominoes fall as French ambassador is expelled from Ouagadogou,,,10th January 2023,The military juntas in the Sahel are sidelining Europe's efforts on security in favour of Moscow's forces,,,https://www.africa-confidential.com/article/id/14260/More_European_diplomatic_dominoes_fall_as_French_ambassador_is_expelled_from_Ouagadogou,BURKINA FASO,"When Burkina Faso's junta expelled France's ambassador, Luc Hallade, last week it reinforced the sense of failure of Europe's diplomatic and security policy in the region.",africa-confidential,en,,
"President avoids a power struggle, for now",,,13th September 2022,"After a coup threat, Ndayishimiye wins parliament's backing to sack prime minister and cabinet chief",,,https://www.africa-confidential.com/article/id/14105/President_avoids_a_power_struggle%2c_for_now,BURUNDI,A deepening political crisis has been averted for now after President Evariste Ndayishimiye sacked his prime minister Alain Bunyoni and his cabinet chief General Gabriel Nizigama l...,africa-confidential,en,,
Life without the 'Supreme Guide',,,18th June 2020,The new president has the chance to soothe neighbours exasperated by his late predecessor's belligerence,,,https://www.africa-confidential.com/article/id/12998/Life_without_the_%27Supreme_Guide%27,BURUNDI,"Evariste Ndayishimiye was sworn in as Burundi's president on 18 June, 10 days after the sudden death of his predecessor, Pierre Nkurunziza. The ceremony followed a ruling by the co...",africa-confidential,en,,
The cost of war,,,8th March 2019,,,,https://www.africa-confidential.com/article/id/12588/The_cost_of_war,BURUNDI,"After a furious but well-hidden row, Burundi is set to withdraw 1,000 soldiers from the African Union Mission in Somalia (Amisom) force immediately; 4,532 Burundian troops will rem...",africa-confidential,en,,
Intervention that never was,,,5th February 2016,It was widely believed the AU could send a force to help bring peace to Burundi but the illusion shattered when the AU met in Addis Ababa ,,,https://www.africa-confidential.com/article/id/11480/Intervention_that_never_was,BURUNDI,"Between 17 December, when the African Union Commission decided to intervene in Burundi, and 31 January, when the AU summiteers in Ethiopia went home, the prospect of an unprecedent...",africa-confidential,en,,
Hardliners to the fore,,,27th August 2015,The President thinks a coalition will strengthen him but his suspicion of Rwanda grows as fears of civil war increase,,,https://www.africa-confidential.com/article/id/11205/Hardliners_to_the_fore,BURUNDI,Instability is accelerating in the wake of Pierre Nkurunziza's election to a third term as President and his swearing in on 20 August. Two senior officers have been assassinated. G...,africa-confidential,en,,
"UN: 'unfair, unfree'",,,10th July 2015,,,,https://www.africa-confidential.com/article/id/11158/UN_%27unfair%2c_unfree%27,BURUNDI,"The United Nations' election observer mission has condemned the 29 June local and legislative elections in Burundi, saying 'the environment was not conducive for free, credible and...",africa-confidential,en,,
Nkurunziza ploughs on,,,26th June 2015,The President's insistence on persisting with the elections annoys the AU. The EU is considering sanctions,,,https://www.africa-confidential.com/article/id/11140/Nkurunziza_ploughs_on,BURUNDI,Local and parliamentary elections are still set to take place on 29 June but the presidential poll will only be held on 15 July after President Pierre Nkurunziza conceded a delay a...,africa-confidential,en,,
"Do as I say, not as I do",,,26th June 2015,,,,https://www.africa-confidential.com/article/id/11141/Do_as_I_say%2c_not_as_I_do,BURUNDI,"Perhaps the most dangerous aspect of the Burundian crisis as viewed from the Rwandan capital, Kigali, is the unwelcome spotlight on third – and unconstitutional – terms of office. ...",africa-confidential,en,,
The President digs in,,,29th May 2015,The murder of an opposition leader will keep tension high right up to polling day. Nkurunziza is sticking to his course,,,https://www.africa-confidential.com/article/id/11106/The_President_digs_in,BURUNDI,"The assassination on 23 May of Zedi Feruzi, leader of a small opposition party, the Union pour la paix et le développement, signalled a major deterioration in the political climate...",africa-confidential,en,,
The military moves against Nkurunziza's third-term bid,,,14th May 2015,The latest attempt to defy a national constitution has hit the buffers as army officers claim to have thrown the President out of office,,,https://www.africa-confidential.com/article/id/11090/The_military_moves_against_Nkurunziza%27s_third-term_bid,BURUNDI,The announcement by ex-Chief of the Army Staff Major General Godefroid Niyombare on 13 May that he and a group of senior officers had overthrown President Pierre Nkurunziza was met...,africa-confidential,en,,
US gets its man,,,21st October 2021,,,,https://www.africa-confidential.com/article/id/13632/US_gets_its_man,CABO VERDE,The 16-month legal saga surrounding Alex Nain Saab Morán – accused of laundering hundreds of millions of dollars for Venezuela's government – came to an end on 1...,africa-confidential,en,,
Businessman Saab caught in Venezuela sanctions trap,,,4th May 2021,An ally of Venezuela’s President Nicolás Maduro remains under house arrest as he tries all legal and diplomatic routes to avoid extradition to the United States,,,https://www.africa-confidential.com/article/id/13381/Businessman_Saab_caught_in_Venezuela_sanctions_trap,CABO VERDE,"At the centre of a sanctions battle between Washington and Venezuela, Colombian-born businessman Alex Nain Saab Morán is working with his lawyers on a final appeal of Cabo V...",africa-confidential,en,,
Immune to diplomacy,,,21st January 2021,,,,https://www.africa-confidential.com/article/id/13215/Immune_to_diplomacy,CABO VERDE,"On 20 June last year, a private plane made a refuelling stop at the international airport on the Cape Verde island of Sal. On board was the 49-year-old Colombian-born Venezuelan bu...",africa-confidential,en,,
Comradely disunity,,,18th November 2016,The party that once dominated Cape Verdean politics has had a disastrous year and faces a divisive power struggle,,,https://www.africa-confidential.com/article/id/11834/Comradely_disunity,CABO VERDE,"In a speech delivered in Cuba in 1966, the father of Guinea-Bissau's and Cape Verde's independence movement, Amilcar Cabral, offered delegates an African saying: 'When your house i...",africa-confidential,en,,
All change in Praia,,,29th April 2016,One more change of government through the ballot box has taken place and a liberation movement retreats,,,https://www.africa-confidential.com/article/id/11647/All_change_in_Praia,CABO VERDE,"As the country took stock after the shooting of eleven people on 26 April, the new Movimento para a Democracia (MpD) government denied the assassin was politically motivated and ca...",africa-confidential,en,,
Hair shirts of the Atlantic,,,12th June 2015,"After 40 years of Independence and political change, the government is continuing the revolutionary tradition of low pay for its leaders",,,https://www.africa-confidential.com/article/id/11127/Hair_shirts_of_the_Atlantic,CABO VERDE,"The idea was simple, attractive and at one with the socialist sensibilities of the country's liberators 40 years ago: the President would earn no more than, say, a doctor. Yet the ...",africa-confidential,en,,
Party postpones post-mortem,,,23rd September 2011,The governing party is papering over the divisions that appeared during the presidential election,,,https://www.africa-confidential.com/article/id/4165/Party_postpones_post-mortem,CABO VERDE,The schism in the Partido Africano de Independência de Cabo Verde (PAICV) resulting from the presidential election remains unresolved. It probably won’t be addressed until local el...,africa-confidential,en,,
Fonseca’s win tests nerves,,,26th August 2011,"For the first time in 20 years, the President and Prime Minister are from different parties",,,https://www.africa-confidential.com/article/id/4139/Fonseca%e2%80%99s_win_tests_nerves,CABO VERDE,The victory of Jorge Carlos Fonseca over Manuel Inocêncio Sousa in the presidential run-off on 21 August with 54% of the vote will test the political nerves of both their parties. ...,africa-confidential,en,,
A small success,,,16th April 2004,,,,https://www.africa-confidential.com/article/id/1124/A_small_success,CABO VERDE,"In July the United Nations Economic and Social Council (ECOSOC) is to re-categorise Cape Verde as a Medium Developed Country. While this reflects well on his economic management, P...",africa-confidential,en,,
Micro-state struggles,,,23rd July 1999,"As the succession heats up, another head of state seeks to amend the constitution",,,https://www.africa-confidential.com/article/id/2141/Micro-state_struggles,CABO VERDE,The contest to succeed Prime Minister Carlos Veiga is heating up. The ailing Veiga (he is said to have diabetes and regularly visits his doctors in Portugal) announced in April tha...,africa-confidential,en,,
Biya missing in action,,,3rd October 2024,"At a moment of unusual diplomatic glory and with another term in sight, Cameroon’s 91-year-old ruler has disappeared from public view",,,https://www.africa-confidential.com/article/id/15173/Biya_missing_in_action,CAMEROON,Paul Biya has not been seen in public since leaving Beijing on 8 September after attending the Forum on China-Africa Co-operation (FOCAC). Government sources say Cameroon’s 9...,africa-confidential,en,,
Biya's government blocks bids to unite opposition,,,5th April 2024,Ahead of key elections in 2025 – in which 91-year-old Paul Biya is seeking re-election – his ministers are cracking down on political foes,,,https://www.africa-confidential.com/article/id/14913/Biya%27s_government_blocks_bids_to_unite_opposition,CAMEROON,The government has pressed the panic button in response to plans for two opposition alliances to fight next year's elections. Minister of Territorial Administration Paul Atanga Nji...,africa-confidential,en,,
Contenders spar in the waiting room,,,11th March 2024,"As the post-Biya era looms, internal rivalries are dominating governance and politics in Cameroon to the exclusion of all else",,,https://www.africa-confidential.com/article/id/14872/Contenders_spar_in_the_waiting_room,CAMEROON,"With every birthday – 13 February was his 91st – the succession to President Paul Biya draws nearer, as does the intensity of the rivalry of the factions aiming to repl...",africa-confidential,en,,
Biya's belt-tightening has risks,,,15th February 2024,"With pressure from the IMF mounting, the government has embarked on austerity measures which could impact political stability",,,https://www.africa-confidential.com/article/id/14836/Biya%27s_belt-tightening_has_risks,CAMEROON,Cameroon has had a worrying start to the year with President Paul Biya's four-decade-long dictatorship facing economic challenges that could turn political at a moment's notice. Th...,africa-confidential,en,,
The end is nigh – sort of,,,4th January 2024,"The governing elite is splitting as Biya's 91st birthday approaches, while the Anglophone insurgency grinds on and elections loom",,,https://www.africa-confidential.com/article/id/14777/The_end_is_nigh_%e2%80%93_sort_of,CAMEROON,"Cameroonians do not look forward to what 2024 has to offer as all the drivers of conflict, corruption, and divisiveness in government look set to intensify amid expectations of imm...",africa-confidential,en,,
No end to the legal opposition's long vigil,,,13th December 2023,The funeral of opposition leader John Fru Ndi in July symbolised the end of constitutionalist Anglophone ambitions for justice,,,https://www.africa-confidential.com/article/id/14747/No_end_to_the_legal_opposition%27s_long_vigil,CAMEROON,"Political opposition to the presidency of Paul Biya has been marginalised not only by armed action by separatists, but by the regime's increasing intolerance and emasculation of co...",africa-confidential,en,,
Biya circles the wagons,,,2nd November 2023,Efforts to coup-proof the regime include suppressing army officer networks and media organisations and banning references to military coups,,,https://www.africa-confidential.com/article/id/14681/Biya_circles_the_wagons,CAMEROON,"President Paul Biya has taken further steps to save his regime from the fate that befell Gabon's President Ali Ben Bongo Ondimba, ousted by a military coup on 30 August.",africa-confidential,en,,
Ambazonia's campaign gets a new Scribe,,,4th October 2023,Separatist leader Anu Fobeneh hires Washington lobbyists as conflict with government forces drags on,,,https://www.africa-confidential.com/article/id/14630/Ambazonia%27s_campaign_gets_a_new_Scribe,CAMEROON,"Cameroon's Anglophone separatist movement, the Federal Republic of Ambazonia, to step up its lobbying campaign in the United States, after contracting Scribe Strategies & Advis...",africa-confidential,en,,
Will Biya be next?,,,6th September 2023,"The nonagenarian President has been shaken by the coup against his Gabonese counterpart, whose relationship to the military was similar to his own",,,https://www.africa-confidential.com/article/id/14587/Will_Biya_be_next,CAMEROON,President Paul Biya has shuffled military posts and reorganised defence ministry departments to forestall any attempt by the army to take power. Whether he has done enough to avoid...,africa-confidential,en,,
