title,author_name,author_url,publication_date,description,category,image_url,url,countries,content_preview,source
"L’ambassadeur du Bénin accrédité au Niger, un pas de plus vers le dégel entre Talon et Tiani",,,8 août 2024,"Décidée en 2023, la réouverture de l’ambassade du Bénin dans la capitale nigérienne, retardée en raison de la crise diplomatique entre les deux pays, devrait être effective après la prise de fonction officielle, le 6 août, de Gildas Agonkan. Le diplomate avait été nommé il y a un peu plus d’un an.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/08/08/ja20240808-ass-benin-niger-nouvel-ambassadeur.jpg",https://www.jeuneafrique.com/1596805/politique/lambassadeur-du-benin-accredite-au-niger-un-pas-de-plus-vers-le-degel-entre-talon-et-tiani/,benin,,jeuneafrique
Pourquoi l’État béninois rachète la filiale locale de Société générale ?,,,31 juil. 2024,"Cotonou et la banque française ont annoncé avoir trouvé un accord pour la reprise de la totalité des participations du groupe bancaire dans sa filiale locale. En s’offrant l’établissement, le Bénin veut en faire son bras financier, comme la Côte d’Ivoire.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2023/11/16/jad20231116-eco-afrique-societe-generale-benin.jpg",https://www.jeuneafrique.com/1594303/economie-entreprises/pourquoi-letat-beninois-rachete-la-filiale-locale-de-societe-generale/,benin,,jeuneafrique
Crise entre le Bénin et le Niger : pourquoi la frontière ne rouvrira pas de sitôt,,,30 juil. 2024,"Des émissaires d’Abdourahamane Tiani se sont rendus du 24 au 25 juillet à Cotonou pour tenter d’aplanir les différends entre Niamey et Cotonou. Mais la menace sécuritaire dans le nord-ouest du Bénin pourrait retarder la réouverture des frontières, réclamée depuis plusieurs semaines par Patrice Talon.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/07/30/jad20240730-ass-frontiere-niger-benin.jpg",https://www.jeuneafrique.com/1593974/politique/crise-entre-le-benin-et-le-niger-pourquoi-la-frontiere-ne-rouvrira-pas-de-sitot/,benin,,jeuneafrique
"Niger-Bénin : derrière les négociations, une situation économique critique pour Niamey",,,26 juil. 2024,La fermeture des frontières avec le Bénin impacte particulièrement Niamey sur le plan économique. Le junte se voit contrainte de revoir sa position.,,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/07/26/jad20240726-ass-benin-niger-reouverture-frontieres.jpg",https://www.jeuneafrique.com/1592622/economie-entreprises/niger-benin-derriere-les-negociations-une-situation-economique-critique-pour-niamey/,benin,,jeuneafrique
Crise entre le Bénin et le Niger : le général Tiani envoie ses sécurocrates chez Patrice Talon,,,25 juil. 2024,Les relations entre Cotonou et Niamey se sont détériorées depuis le putsch ayant renversé Mohamed Bazoum en juillet 2023. Les questions sécuritaires sont au cœur des tensions.,,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/07/25/jad20240725-ass-benin-niger-mohamed-toumba.jpg",https://www.jeuneafrique.com/1592862/politique/crise-entre-le-benin-et-le-niger-le-general-tiani-envoie-ses-securocrates-chez-patrice-talon/,benin,,jeuneafrique
Bénin-Niger : dans les coulisses de la médiation de la dernière chance,,,9 juil. 2024,"Si deux anciens présidents béninois – Thomas Boni Yayi et Nicéphore Soglo – ont été reçus fin juin par le général Abdourahamane Tiani, Cotonou et Niamey reviennent de loin. Depuis des mois, alors que leurs principaux canaux de communication étaient coupés, des intermédiaires s’activaient discrètement pour trouver une issue à la crise.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/07/09/jad20240709-ass-reunion-tani-soglo-beni-1.jpg",https://www.jeuneafrique.com/1585799/politique/benin-niger-dans-les-coulisses-de-la-mediation-de-la-derniere-chance/,benin,,jeuneafrique
"Après la médiation de Thomas Boni Yayi et Nicéphore Soglo, bientôt le dégel entre le Bénin et le Niger ?",,,5 juil. 2024,"Les deux anciens présidents béninois ont été reçus fin juin par Abdourahamane Tiani, le chef de la junte nigérienne qui avait jusqu’ici refusé de discuter avec des émissaires de Patrice Talon. ",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5177x0.2722/https://prod.cdn-medias.jeuneafrique.com/medias/2024/07/05/jad20240705-ass-benin-niger-accalmie.jpg",https://www.jeuneafrique.com/1585048/politique/apres-la-mediation-de-thomas-boni-yayi-et-nicephore-soglo-bientot-le-degel-entre-le-benin-et-le-niger/,benin,,jeuneafrique
"Mali, Burkina Faso, Bénin… La remontada du coton booste l’économie",,,4 juil. 2024,"Après une campagne cotonnière 2023-2024 décevante, les perspectives pour la prochaine sont prometteuses en Afrique de l’Ouest. Explication en quelques chiffres.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/07/04/jad20240704-eco-mali-coton-remontada.jpg",https://www.jeuneafrique.com/1575337/economie-entreprises/mali-burkina-faso-benin-la-remontada-du-coton-booste-leconomie/,benin,,jeuneafrique
Deux Béninois non « talonistes » pour amadouer le Niger ?,,,25 juin 2024,Les anciens chefs d’État Thomas Boni Yayi et Nicéphore Soglo ont atterri à Niamey pour tenter une médiation entre le Bénin et le Niger. Une quête d’apaisement mais un programme vague.,,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/06/25/soglo_boni_yayi_mediation_benin_niger_lr.jpg",https://www.jeuneafrique.com/1581145/politique/deux-beninois-non-talonistes-pour-amadouer-le-niger/,benin,,jeuneafrique
Bénin-Niger : les millions de dollars perdus dans la crise entre Talon et Tiani,,,21 juin 2024,"Rien ne va plus entre Niamey et Porto Novo. Le pétrole ne jaillit plus du pipeline, la frontière est toujours fermée et le port de Cotonou tourne au ralenti. Chaque jour, la facture s’alourdit un peu plus pour les deux pays. Décryptage en infographies.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/06/20/jad20240620-infographie-benin-niger-bras-de-fer.jpg",https://www.jeuneafrique.com/1578952/economie-entreprises/benin-niger-les-millions-de-dollars-perdus-dans-la-crise-entre-patrice-talon-et-abdourahamane-tiani/,benin,,jeuneafrique
Patrice Talon et Abdourahamane Tiani sont-ils condamnés à ne pas s’entendre ?,,,17 juin 2024,"Entre les chefs d’État béninois et nigérien, les tensions vont crescendo. D’abord diplomatique, la brouille a gagné les domaines économique, sécuritaire et judiciaire.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/06/14/jad20240614-match-talon-vs-tiani.jpg",https://www.jeuneafrique.com/1577673/politique/patrice-talon-et-abdourahamane-tiani-sont-ils-condamnes-a-ne-pas-sentendre/,benin,,jeuneafrique
Pétrole : le Niger ferme les vannes vers le Bénin,,,14 juin 2024,"Le ministre nigérien du Pétrole, Mahaman Moustapha Barké, a fait une tournée dans l’Agadem pour s’assurer que les vannes étaient bien fermées.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.3980x0.3457/https://prod.cdn-medias.jeuneafrique.com/medias/2024/02/07/jad20240207-eco-fmi-aes-pipeline.jpg",https://www.jeuneafrique.com/1577572/economie-entreprises/petrole-le-niger-ferme-les-vannes-vers-le-benin/,benin,,jeuneafrique
"Entre le Bénin et le Nigeria, une normalisation des échanges qui ne règle pas tout",,,11 juin 2024,Les deux pays ouest-africains multiplient les initiatives pour le « réchauffement » de leurs relations restées longtemps agitées. Objectif : booster les échanges commerciaux en toute confiance.,,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/06/10/talon-tinubu-paris.jpg",https://www.jeuneafrique.com/1575738/economie-entreprises/entre-le-benin-et-le-nigeria-une-normalisation-des-echanges-qui-ne-regle-pas-tout/,benin,,jeuneafrique
Bénin-Niger : montée de tension après l’arrestation de cinq Nigériens au port de Sèmè,,,7 juin 2024,"Alors que les relations entre Niamey et Porto-Novo sont tendues, cinq ressortissants nigériens ont été arrêtés au port béninois de Sèmè-Kpodji après « s’être introduits sur le site sans décliner leur identité ».",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/06/07/jad20240607-benin-niger-oleoduc.jpg",https://www.jeuneafrique.com/1575249/politique/benin-niger-montee-de-tension-apres-larrestation-de-cinq-nigeriens-au-port-de-seme/,benin,,jeuneafrique
Interdiction de l’alcool en sachet : le Bénin fait d’une pierre deux coups,,,1 juin 2024,"Le gouvernement béninois a annoncé l’interdiction de la production, de l’importation et de la distribution des boissons alcoolisées en sachet plastique.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/05/31/benin_interdiction_sachet_alcool.jpg",https://www.jeuneafrique.com/1573393/societe/interdiction-de-lalcool-en-sachet-le-benin-fait-dune-pierre-deux-coups/,benin,,jeuneafrique
"La frontière Bénin-Niger maintenue fermée, Patrice Talon exprime son incompréhension",,,31 mai 2024,"Mercredi, le général Abdourahamane Tiani a refusé de recevoir l’émissaire du président béninois à Niamey.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/05/31/afp__20240523__34tq7c7__v1__highres__brazilbenindiplomacyluladasilvatalon.jpg",https://www.jeuneafrique.com/1573230/politique/la-frontiere-benin-niger-maintenue-fermee-patrice-talon-exprime-son-incomprehension/,benin,,jeuneafrique
Bénin-Niger : une réunion sur la réouverture de la frontière tourne court,,,30 mai 2024,"Le général Tiani refuse de rouvrir la frontière de son pays avec le Bénin, ce qui bloque l’acheminement du pétrole nigérien par le littoral béninois. En visite à Niamey pour tenter de trouver une solution, le ministre des Mines du Bénin s’est vu signifier une fin de non recevoir.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/05/30/jad20240530-ass-benin-niger-petrole.jpg",https://www.jeuneafrique.com/1572895/politique/benin-niger-une-reunion-sur-la-reouverture-de-la-frontiere-tourne-court/,benin,,jeuneafrique
"Avec Lula, le Brésil retrouve ses ambitions africaines",,,25 mai 2024,"Patrice Talon effectue une visite officielle de quatre jours au Brésil jusqu’au 26 mai. Le président béninois est le premier chef d’État africain à s’y rendre depuis le retour au pouvoir de Lula, en 2022. Tout un symbole.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.7639x0.3724/https://prod.cdn-medias.jeuneafrique.com/medias/2024/05/24/jad20240524-ass-benin-bresil-talon-lula.jpg",https://www.jeuneafrique.com/1571247/politique/avec-lula-le-bresil-retrouve-ses-ambitions-africaines/,benin,,jeuneafrique
"Au Bénin, Patrice Talon autorise à nouveau l’exportation de pétrole nigérien",,,16 mai 2024,"Le Bénin autorise le « chargement du premier navire » pétrolier via le port de Sèmè. Une « autorisation ponctuelle et provisoire » a néanmoins prévenu le ministre béninois des Mines, Samou Seidou Adamb.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/05/16/afp__20221013__32l82q3__v1__highres__nigeroil-scaled.jpg",https://www.jeuneafrique.com/1568625/economie-entreprises/au-benin-patrice-talon-autorise-a-nouveau-lexportation-de-petrole-nigerien/,benin,,jeuneafrique
"Entre le Niger et le Bénin, la frontière de la discorde",,,15 mai 2024,"Patrice Talon a interdit le chargement du pétrole nigérien acheminé par oléoduc jusqu’à la plateforme de Sèmè-Kpodji, en eaux béninoises. Une décision provoquée par le bras de fer qui l’oppose à la junte du général Tiani, qui refuse toujours d’ouvrir sa frontière avec le Bénin.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/05/14/jad20240514-ass-frontiere-benin-niger.jpg",https://www.jeuneafrique.com/1567953/politique/entre-le-niger-et-le-benin-la-frontiere-de-la-discorde/,benin,,jeuneafrique
Bénin : comment le putsch contre Patrice Talon devait être financé,,,26 sept. 2024,"Les autorités judiciaires ont précisé, le 25 septembre, les faits reprochés à Olivier Boko et Oswald Homeky. Arrêtés en début de semaine, les deux hommes qui gravitaient dans l’entourage de Patrice Talon sont soupçonnés d’avoir voulu le renverser en utilisant le commandant de la Garde républicaine.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/26/jad20240926-ass-benin-coup-dejoue-zones-ombres.jpg",https://www.jeuneafrique.com/1613864/politique/coup-detat-dejoue-au-benin-les-zones-dombre-de-laccusation/,benin,,jeuneafrique
"Bénin : Olivier Boko, les sacs de billets et les accusations de complot contre Patrice Talon",,,25 sept. 2024,"Autrefois très proche du président, l’homme d’affaires est désormais détenu dans un lieu tenu secret. Interpellé en même temps que lui, l’ex-ministre Oswald Homeky est accusé « d’atteinte à la sûreté de l’État ». Il aurait agi pour le compte de Boko, selon la justice.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/25/jad20240925-ass-benin-affaire-boko.jpg",https://www.jeuneafrique.com/1613568/politique/benin-olivier-boko-les-sacs-de-billets-et-les-accusations-de-complot-contre-patrice-talon/,benin,,jeuneafrique
"La Loterie nationale du Bénin à la BRVM, une cotation inédite en Afrique francophone",,,24 sept. 2024,"La société publique béninoise amorce son introduction à la Bourse régionale des valeurs mobilières d’Abidjan, une première pour une entreprise du secteur des jeux d’argent.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.4032x0.6098/https://prod.cdn-medias.jeuneafrique.com/medias/2016/08/18/4084hr_.jpg",https://www.jeuneafrique.com/1612399/economie-entreprises/la-loterie-nationale-du-benin-a-la-brvm-une-cotation-inedite-en-afrique-francophone/,benin,,jeuneafrique
"Au Bénin, Olivier Boko, pilier du régime Talon, a été arrêté",,,24 sept. 2024,"L’homme d’affaires a été interpellé par des éléments de la brigade criminelle. Il était un ami intime du chef de l’État béninois, qu’il côtoyait depuis plus de vingt ans.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/09/24/jad-20240924-ass-benin-politique-boko.jpg",https://www.jeuneafrique.com/1612714/politique/au-benin-olivier-boko-pilier-du-regime-talon-a-ete-arrete/,benin,,jeuneafrique
"Mati Diop : « Avec “Dahomey”, je voulais m’interroger sur le taux de “colonialité” dans l’air »",,,14 sept. 2024,"La réalisatrice franco-sénégalaise a suivi le rapatriement des vingt-six trésors royaux du Dahomey, du Quai Branly, à Paris, à leur terre d’origine, au Bénin. Dans ce documentaire en forme de fable métaphysique, sorti en France le 11 septembre, elle redonne vie à ces œuvres longtemps restées en sommeil.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.4003x0.3534/https://prod.cdn-medias.jeuneafrique.com/medias/2024/08/12/jad20240812-cm-itv-matidiop.jpg",https://www.jeuneafrique.com/1589862/culture/mati-diop-avec-dahomey-je-voulais-minterroger-sur-le-taux-de-colonialite-dans-lair/,benin,,jeuneafrique
Deux des ravisseurs de Steve Amoussou écopent d’un an de prison ferme au Bénin,,,4 sept. 2024,"Reconnus coupables de l’arrestation illégale de Steve Amoussou, un coach de MMA et le manager de l’artiste Vano Baby ont été condamnés à un an de prison ferme par la justice béninoise. « L’opposant sans peur » à Patrice Talon demeure cependant incarcéré au Bénin dans l’attente de l’ouverture de son procès pour « provocation directe à la rébellion ».",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5082x0.3297/https://prod.cdn-medias.jeuneafrique.com/medias/2024/08/26/jad20240826-ass-togo-benin-frere-hounvi.jpg",https://www.jeuneafrique.com/1604974/politique/deux-des-ravisseurs-de-steve-amoussou-ecopent-dun-an-de-prison-ferme-au-benin/,benin,,jeuneafrique
Quand l’affaire Steve Amoussou contrarie les autorités togolaises,,,26 août 2024,"À Lomé, des mandats d’arrêt ont été émis contre quatre individus accusés d’avoir enlevé et ramené de force au Bénin l’activiste béninois Steve Amoussou, plus connu sous le nom de « Frère Hounvi ».",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5082x0.3297/https://prod.cdn-medias.jeuneafrique.com/medias/2024/08/26/jad20240826-ass-togo-benin-frere-hounvi.jpg",https://www.jeuneafrique.com/1602034/politique/quand-laffaire-steve-amoussou-contrarie-les-autorites-togolaises/,benin,,jeuneafrique
"Au Bénin, « l’opposant sans peur » à Patrice Talon emprisonné",,,21 août 2024,"Connu sous le nom de « Frère Hounvi » sur les réseaux, Steve Amoussou a été arrêté au Togo, où il vivait depuis plusieurs années. Son procès devrait s’ouvrir le 7 octobre.",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover/https://prod.cdn-medias.jeuneafrique.com/medias/2024/05/31/afp__20240523__34tq7c7__v1__highres__brazilbenindiplomacyluladasilvatalon.jpg",https://www.jeuneafrique.com/1600622/politique/au-benin-lopposant-sans-peur-a-patrice-talon-emprisonne/,benin,,jeuneafrique
"Au Niger, Abdourahamane Tiani et la stratégie assumée de l’« anti-France »",,,13 août 2024,"Tandis que le Niger et le Bénin tentent d’amorcer un dégel diplomatique, Niamey accuse les services secrets français de former et d’armer des jihadistes. Une manœuvre pour forcer Cotonou à prendre ses distances avec Paris ?",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5000x0.5000/https://prod.cdn-medias.jeuneafrique.com/medias/2024/08/09/jad20240808-ass-niger-strategie-anti-france.jpg",https://www.jeuneafrique.com/1598502/politique/au-niger-abdourahamane-tiani-et-la-strategie-assumee-de-lanti-france/,benin,,jeuneafrique
Le Bénin tend la main aux afro-descendants avec sa nouvelle loi sur la naturalisation,,,9 août 2024,"Cette loi, votée par le Parlement le 30 juillet à l’initiative du gouvernement, se veut une réponse aux difficultés de « quête d’identité à laquelle sont confrontés les afro-descendants ».",,"https://prod.cdn-medias.jeuneafrique.com/cdn-cgi/image/q=auto,f=auto,metadata=none,width=300,height=200,fit=cover,gravity=0.5887x0.2236/https://prod.cdn-medias.jeuneafrique.com/medias/2023/12/18/jad20231218-culture-benin-itw-patrice-talon.jpg",https://www.jeuneafrique.com/1597258/politique/le-benin-tend-la-main-aux-afro-descendants-avec-sa-nouvelle-loi-sur-la-naturalisation/,benin,,jeuneafrique
